update_id,product_id,price,currency,update_time
155,p_105,115.0,TRY,2026-01-20 10:30:25
156,p_101,75.5,TRY,2026-01-20 10:31:05
157,p_102,85.5,TRY,2026-01-20 10:31:10
158,p_103,95.5,TRY,2026-01-20 10:31:15
159,p_104,105.5,TRY,2026-01-20 10:31:20
160,p_105,115.5,TRY,2026-01-20 10:31:25
161,p_101,76.0,TRY,2026-01-20 10:32:05
162,p_102,86.0,TRY,2026-01-20 10:32:10
163,p_103,96.0,TRY,2026-01-20 10:32:15
164,p_104,106.0,TRY,2026-01-20 10:32:20
165,p_105,116.0,TRY,2026-01-20 10:32:25
166,p_101,76.5,TRY,2026-01-20 10:33:05
167,p_102,86.5,TRY,2026-01-20 10:33:10
168,p_103,96.5,TRY,2026-01-20 10:33:15
169,p_104,106.5,TRY,2026-01-20 10:33:20
170,p_105,116.5,TRY,2026-01-20 10:33:25
171,p_101,77.0,TRY,2026-01-20 10:34:05
172,p_102,87.0,TRY,2026-01-20 10:34:10
173,p_103,97.0,TRY,2026-01-20 10:34:15
174,p_104,107.0,TRY,2026-01-20 10:34:20
175,p_105,117.0,TRY,2026-01-20 10:34:25
176,p_101,77.5,TRY,2026-01-20 10:35:05
177,p_102,87.5,TRY,2026-01-20 10:35:10
178,p_103,97.5,TRY,2026-01-20 10:35:15
179,p_104,107.5,TRY,2026-01-20 10:35:20
180,p_105,117.5,TRY,2026-01-20 10:35:25
181,p_101,78.0,TRY,2026-01-20 10:36:05
182,p_102,88.0,TRY,2026-01-20 10:36:10
183,p_103,98.0,TRY,2026-01-20 10:36:15
184,p_104,108.0,TRY,2026-01-20 10:36:20
185,p_105,118.0,TRY,2026-01-20 10:36:25
186,p_101,78.5,TRY,2026-01-20 10:37:05
187,p_102,88.5,TRY,2026-01-20 10:37:10
188,p_103,98.5,TRY,2026-01-20 10:37:15
189,p_104,108.5,TRY,2026-01-20 10:37:20
190,p_105,118.5,TRY,2026-01-20 10:37:25
191,p_101,79.0,TRY,2026-01-20 10:38:05
192,p_102,89.0,TRY,2026-01-20 10:38:10
193,p_103,99.0,TRY,2026-01-20 10:38:15
194,p_104,109.0,TRY,2026-01-20 10:38:20
195,p_105,119.0,TRY,2026-01-20 10:38:25
196,p_101,79.5,TRY,2026-01-20 10:39:05
197,p_102,89.5,TRY,2026-01-20 10:39:10
198,p_103,99.5,TRY,2026-01-20 10:39:15
199,p_104,109.5,TRY,2026-01-20 10:39:20
200,p_105,119.5,TRY,2026-01-20 10:39:25
201,p_101,80.0,TRY,2026-01-20 10:40:05
202,p_102,90.0,TRY,2026-01-20 10:40:10
203,p_103,100.0,TRY,2026-01-20 10:40:15
204,p_104,110.0,TRY,2026-01-20 10:40:20
205,p_105,120.0,TRY,2026-01-20 10:40:25
206,p_101,80.5,TRY,2026-01-20 10:41:05
207,p_102,90.5,TRY,2026-01-20 10:41:10
208,p_103,100.5,TRY,2026-01-20 10:41:15
209,p_104,110.5,TRY,2026-01-20 10:41:20
210,p_105,120.5,TRY,2026-01-20 10:41:25
211,p_101,81.0,TRY,2026-01-20 10:42:05
212,p_102,91.0,TRY,2026-01-20 10:42:10
213,p_103,101.0,TRY,2026-01-20 10:42:15
214,p_104,111.0,TRY,2026-01-20 10:42:20
215,p_105,121.0,TRY,2026-01-20 10:42:25
216,p_101,81.5,TRY,2026-01-20 10:43:05
217,p_102,91.5,TRY,2026-01-20 10:43:10
218,p_103,101.5,TRY,2026-01-20 10:43:15
219,p_104,111.5,TRY,2026-01-20 10:43:20
220,p_105,121.5,TRY,2026-01-20 10:43:25
221,p_101,82.0,TRY,2026-01-20 10:44:05
222,p_102,92.0,TRY,2026-01-20 10:44:10
223,p_103,102.0,TRY,2026-01-20 10:44:15
224,p_104,112.0,TRY,2026-01-20 10:44:20
225,p_105,122.0,TRY,2026-01-20 10:44:25
226,p_101,82.5,TRY,2026-01-20 10:45:05
227,p_102,92.5,TRY,2026-01-20 10:45:10
228,p_103,102.5,TRY,2026-01-20 10:45:15
229,p_104,112.5,TRY,2026-01-20 10:45:20
230,p_105,122.5,TRY,2026-01-20 10:45:25
231,p_101,83.0,TRY,2026-01-20 10:46:05
232,p_102,93.0,TRY,2026-01-20 10:46:10
233,p_103,103.0,TRY,2026-01-20 10:46:15
234,p_104,113.0,TRY,2026-01-20 10:46:20
235,p_105,123.0,TRY,2026-01-20 10:46:25
236,p_101,83.5,TRY,2026-01-20 10:47:05
237,p_102,93.5,TRY,2026-01-20 10:47:10
238,p_103,103.5,TRY,2026-01-20 10:47:15
239,p_104,113.5,TRY,2026-01-20 10:47:20
240,p_105,123.5,TRY,2026-01-20 10:47:25
241,p_101,84.0,TRY,2026-01-20 10:48:05
242,p_102,94.0,TRY,2026-01-20 10:48:10
243,p_103,104.0,TRY,2026-01-20 10:48:15
244,p_104,114.0,TRY,2026-01-20 10:48:20
245,p_105,124.0,TRY,2026-01-20 10:48:25
246,p_101,84.5,TRY,2026-01-20 10:49:05
247,p_102,94.5,TRY,2026-01-20 10:49:10
248,p_103,104.5,TRY,2026-01-20 10:49:15
249,p_104,114.5,TRY,2026-01-20 10:49:20
250,p_105,124.5,TRY,2026-01-20 10:49:25
251,p_101,85.0,TRY,2026-01-20 10:50:05
252,p_102,95.0,TRY,2026-01-20 10:50:10
253,p_103,105.0,TRY,2026-01-20 10:50:15
254,p_104,115.0,TRY,2026-01-20 10:50:20
255,p_105,125.0,TRY,2026-01-20 10:50:25
256,p_101,85.5,TRY,2026-01-20 10:51:05
257,p_102,95.5,TRY,2026-01-20 10:51:10
258,p_103,105.5,TRY,2026-01-20 10:51:15
259,p_104,115.5,TRY,2026-01-20 10:51:20
260,p_105,125.5,TRY,2026-01-20 10:51:25
261,p_101,86.0,TRY,2026-01-20 10:52:05
262,p_102,96.0,TRY,2026-01-20 10:52:10
263,p_103,106.0,TRY,2026-01-20 10:52:15
264,p_104,116.0,TRY,2026-01-20 10:52:20
265,p_105,126.0,TRY,2026-01-20 10:52:25
266,p_101,86.5,TRY,2026-01-20 10:53:05
267,p_102,96.5,TRY,2026-01-20 10:53:10
268,p_103,106.5,TRY,2026-01-20 10:53:15
269,p_104,116.5,TRY,2026-01-20 10:53:20
270,p_105,126.5,TRY,2026-01-20 10:53:25
271,p_101,87.0,TRY,2026-01-20 10:54:05
272,p_102,97.0,TRY,2026-01-20 10:54:10
273,p_103,107.0,TRY,2026-01-20 10:54:15
274,p_104,117.0,TRY,2026-01-20 10:54:20
275,p_105,127.0,TRY,2026-01-20 10:54:25
276,p_101,87.5,TRY,2026-01-20 10:55:05
277,p_102,97.5,TRY,2026-01-20 10:55:10
278,p_103,107.5,TRY,2026-01-20 10:55:15
279,p_104,117.5,TRY,2026-01-20 10:55:20
280,p_105,127.5,TRY,2026-01-20 10:55:25
281,p_101,88.0,TRY,2026-01-20 10:56:05
282,p_102,98.0,TRY,2026-01-20 10:56:10
283,p_103,108.0,TRY,2026-01-20 10:56:15
284,p_104,118.0,TRY,2026-01-20 10:56:20
285,p_105,128.0,TRY,2026-01-20 10:56:25
286,p_101,88.5,TRY,2026-01-20 10:57:05
287,p_102,98.5,TRY,2026-01-20 10:57:10
288,p_103,108.5,TRY,2026-01-20 10:57:15
289,p_104,118.5,TRY,2026-01-20 10:57:20
290,p_105,128.5,TRY,2026-01-20 10:57:25
291,p_101,89.0,TRY,2026-01-20 10:58:05
292,p_102,99.0,TRY,2026-01-20 10:58:10
293,p_103,109.0,TRY,2026-01-20 10:58:15
294,p_104,119.0,TRY,2026-01-20 10:58:20
295,p_105,129.0,TRY,2026-01-20 10:58:25
296,p_101,89.5,TRY,2026-01-20 10:59:05
297,p_102,99.5,TRY,2026-01-20 10:59:10
298,p_103,109.5,TRY,2026-01-20 10:59:15
299,p_104,119.5,TRY,2026-01-20 10:59:20
300,p_105,129.5,TRY,2026-01-20 10:59:25
