update_id,product_id,price,currency,update_time
1202,p_202,59.61,TRY,2026-01-20 11:16:45
1203,p_203,60.99,TRY,2026-01-20 11:16:50
1204,p_204,59.97,TRY,2026-01-20 11:16:55
1205,p_205,62.94,TRY,2026-01-20 11:17:00
1206,p_206,63.55,TRY,2026-01-20 11:17:05
1207,p_207,66.0,TRY,2026-01-20 11:17:10
1208,p_208,66.33,TRY,2026-01-20 11:17:15
1209,p_209,69.32,TRY,2026-01-20 11:17:20
1210,p_210,73.44,TRY,2026-01-20 11:17:25
1211,p_211,72.26,TRY,2026-01-20 11:17:30
1212,p_212,76.04,TRY,2026-01-20 11:17:35
1213,p_213,76.42,TRY,2026-01-20 11:17:40
1214,p_214,77.99,TRY,2026-01-20 11:17:45
1215,p_215,81.83,TRY,2026-01-20 11:17:50
1216,p_216,83.68,TRY,2026-01-20 11:17:55
1217,p_217,83.62,TRY,2026-01-20 11:18:00
1218,p_218,85.97,TRY,2026-01-20 11:18:05
1219,p_219,85.42,TRY,2026-01-20 11:18:10
1220,p_220,87.69,TRY,2026-01-20 11:18:15
1221,p_221,92.07,TRY,2026-01-20 11:18:20
1222,p_222,92.22,TRY,2026-01-20 11:18:25
1223,p_223,93.77,TRY,2026-01-20 11:18:30
1224,p_224,96.29,TRY,2026-01-20 11:18:35
1225,p_225,95.23,TRY,2026-01-20 11:18:40
1226,p_226,99.04,TRY,2026-01-20 11:18:45
1227,p_227,100.41,TRY,2026-01-20 11:18:50
1228,p_228,103.51,TRY,2026-01-20 11:18:55
1229,p_229,102.43,TRY,2026-01-20 11:19:00
1230,p_230,107.34,TRY,2026-01-20 11:19:05
1231,p_231,105.52,TRY,2026-01-20 11:19:10
1232,p_232,107.64,TRY,2026-01-20 11:19:15
1233,p_233,110.98,TRY,2026-01-20 11:19:20
1234,p_234,113.0,TRY,2026-01-20 11:19:25
1235,p_235,112.94,TRY,2026-01-20 11:19:30
1236,p_236,114.18,TRY,2026-01-20 11:19:35
1237,p_237,118.96,TRY,2026-01-20 11:19:40
1238,p_238,118.08,TRY,2026-01-20 11:19:45
1239,p_239,121.18,TRY,2026-01-20 11:19:50
1240,p_240,122.98,TRY,2026-01-20 11:19:55
1241,p_201,56.78,TRY,2026-01-20 11:20:00
1242,p_202,59.13,TRY,2026-01-20 11:20:05
1243,p_203,60.59,TRY,2026-01-20 11:20:10
1244,p_204,63.94,TRY,2026-01-20 11:20:15
1245,p_205,62.72,TRY,2026-01-20 11:20:20
1246,p_206,66.46,TRY,2026-01-20 11:20:25
1247,p_207,66.25,TRY,2026-01-20 11:20:30
1248,p_208,68.58,TRY,2026-01-20 11:20:35
1249,p_209,71.39,TRY,2026-01-20 11:20:40
1250,p_210,71.6,TRY,2026-01-20 11:20:45
1251,p_211,73.36,TRY,2026-01-20 11:20:50
1252,p_212,76.81,TRY,2026-01-20 11:20:55
1253,p_213,75.79,TRY,2026-01-20 11:21:00
1254,p_214,79.03,TRY,2026-01-20 11:21:05
1255,p_215,82.89,TRY,2026-01-20 11:21:10
1256,p_216,84.58,TRY,2026-01-20 11:21:15
1257,p_217,82.59,TRY,2026-01-20 11:21:20
1258,p_218,84.85,TRY,2026-01-20 11:21:25
1259,p_219,86.76,TRY,2026-01-20 11:21:30
1260,p_220,91.13,TRY,2026-01-20 11:21:35
1261,p_221,92.62,TRY,2026-01-20 11:21:40
1262,p_222,94.32,TRY,2026-01-20 11:21:45
1263,p_223,93.98,TRY,2026-01-20 11:21:50
1264,p_224,94.83,TRY,2026-01-20 11:21:55
1265,p_225,99.23,TRY,2026-01-20 11:22:00
1266,p_226,100.41,TRY,2026-01-20 11:22:05
1267,p_227,101.75,TRY,2026-01-20 11:22:10
1268,p_228,104.95,TRY,2026-01-20 11:22:15
1269,p_229,105.32,TRY,2026-01-20 11:22:20
1270,p_230,104.43,TRY,2026-01-20 11:22:25
1271,p_231,109.37,TRY,2026-01-20 11:22:30
1272,p_232,109.0,TRY,2026-01-20 11:22:35
1273,p_233,112.15,TRY,2026-01-20 11:22:40
1274,p_234,114.96,TRY,2026-01-20 11:22:45
1275,p_235,113.44,TRY,2026-01-20 11:22:50
1276,p_236,115.06,TRY,2026-01-20 11:22:55
1277,p_237,116.73,TRY,2026-01-20 11:23:00
1278,p_238,120.21,TRY,2026-01-20 11:23:05
1279,p_239,120.79,TRY,2026-01-20 11:23:10
1280,p_240,123.82,TRY,2026-01-20 11:23:15
1281,p_201,58.87,TRY,2026-01-20 11:23:20
1282,p_202,58.51,TRY,2026-01-20 11:23:25
1283,p_203,61.94,TRY,2026-01-20 11:23:30
1284,p_204,62.16,TRY,2026-01-20 11:23:35
1285,p_205,64.75,TRY,2026-01-20 11:23:40
1286,p_206,68.12,TRY,2026-01-20 11:23:45
1287,p_207,69.58,TRY,2026-01-20 11:23:50
1288,p_208,68.27,TRY,2026-01-20 11:23:55
1289,p_209,71.29,TRY,2026-01-20 11:24:00
1290,p_210,72.41,TRY,2026-01-20 11:24:05
1291,p_211,73.01,TRY,2026-01-20 11:24:10
1292,p_212,77.78,TRY,2026-01-20 11:24:15
1293,p_213,78.95,TRY,2026-01-20 11:24:20
1294,p_214,79.15,TRY,2026-01-20 11:24:25
1295,p_215,82.76,TRY,2026-01-20 11:24:30
1296,p_216,83.71,TRY,2026-01-20 11:24:35
1297,p_217,84.91,TRY,2026-01-20 11:24:40
1298,p_218,84.94,TRY,2026-01-20 11:24:45
1299,p_219,86.9,TRY,2026-01-20 11:24:50
1300,p_220,91.83,TRY,2026-01-20 11:24:55
1301,p_221,93.62,TRY,2026-01-20 11:25:00
1302,p_222,93.88,TRY,2026-01-20 11:25:05
1303,p_223,96.74,TRY,2026-01-20 11:25:10
1304,p_224,97.43,TRY,2026-01-20 11:25:15
1305,p_225,97.39,TRY,2026-01-20 11:25:20
1306,p_226,99.01,TRY,2026-01-20 11:25:25
1307,p_227,101.43,TRY,2026-01-20 11:25:30
1308,p_228,105.5,TRY,2026-01-20 11:25:35
1309,p_229,106.78,TRY,2026-01-20 11:25:40
1310,p_230,108.74,TRY,2026-01-20 11:25:45
1311,p_231,110.6,TRY,2026-01-20 11:25:50
1312,p_232,109.54,TRY,2026-01-20 11:25:55
1313,p_233,111.4,TRY,2026-01-20 11:26:00
1314,p_234,112.51,TRY,2026-01-20 11:26:05
1315,p_235,116.92,TRY,2026-01-20 11:26:10
1316,p_236,119.04,TRY,2026-01-20 11:26:15
1317,p_237,118.83,TRY,2026-01-20 11:26:20
1318,p_238,121.38,TRY,2026-01-20 11:26:25
1319,p_239,121.22,TRY,2026-01-20 11:26:30
1320,p_240,126.02,TRY,2026-01-20 11:26:35
1321,p_201,60.36,TRY,2026-01-20 11:26:40
1322,p_202,62.5,TRY,2026-01-20 11:26:45
1323,p_203,63.54,TRY,2026-01-20 11:26:50
1324,p_204,65.53,TRY,2026-01-20 11:26:55
1325,p_205,63.8,TRY,2026-01-20 11:27:00
1326,p_206,68.35,TRY,2026-01-20 11:27:05
1327,p_207,68.43,TRY,2026-01-20 11:27:10
1328,p_208,72.52,TRY,2026-01-20 11:27:15
1329,p_209,73.71,TRY,2026-01-20 11:27:20
1330,p_210,75.66,TRY,2026-01-20 11:27:25
1331,p_211,77.14,TRY,2026-01-20 11:27:30
1332,p_212,76.67,TRY,2026-01-20 11:27:35
1333,p_213,80.45,TRY,2026-01-20 11:27:40
1334,p_214,79.43,TRY,2026-01-20 11:27:45
1335,p_215,84.19,TRY,2026-01-20 11:27:50
1336,p_216,85.83,TRY,2026-01-20 11:27:55
1337,p_217,84.99,TRY,2026-01-20 11:28:00
1338,p_218,89.07,TRY,2026-01-20 11:28:05
1339,p_219,89.34,TRY,2026-01-20 11:28:10
1340,p_220,90.42,TRY,2026-01-20 11:28:15
1341,p_221,94.08,TRY,2026-01-20 11:28:20
1342,p_222,93.51,TRY,2026-01-20 11:28:25
1343,p_223,94.39,TRY,2026-01-20 11:28:30
1344,p_224,96.77,TRY,2026-01-20 11:28:35
1345,p_225,99.01,TRY,2026-01-20 11:28:40
1346,p_226,102.86,TRY,2026-01-20 11:28:45
1347,p_227,104.97,TRY,2026-01-20 11:28:50
1348,p_228,103.92,TRY,2026-01-20 11:28:55
1349,p_229,107.07,TRY,2026-01-20 11:29:00
1350,p_230,107.8,TRY,2026-01-20 11:29:05
1351,p_231,111.82,TRY,2026-01-20 11:29:10
1352,p_232,111.74,TRY,2026-01-20 11:29:15
1353,p_233,115.06,TRY,2026-01-20 11:29:20
1354,p_234,113.46,TRY,2026-01-20 11:29:25
1355,p_235,118.58,TRY,2026-01-20 11:29:30
1356,p_236,117.11,TRY,2026-01-20 11:29:35
1357,p_237,121.95,TRY,2026-01-20 11:29:40
1358,p_238,120.86,TRY,2026-01-20 11:29:45
1359,p_239,121.93,TRY,2026-01-20 11:29:50
1360,p_240,124.94,TRY,2026-01-20 11:29:55
1361,p_201,60.71,TRY,2026-01-20 11:30:00
1362,p_202,60.75,TRY,2026-01-20 11:30:05
1363,p_203,63.62,TRY,2026-01-20 11:30:10
1364,p_204,64.95,TRY,2026-01-20 11:30:15
1365,p_205,66.14,TRY,2026-01-20 11:30:20
1366,p_206,68.61,TRY,2026-01-20 11:30:25
1367,p_207,69.02,TRY,2026-01-20 11:30:30
1368,p_208,72.54,TRY,2026-01-20 11:30:35
1369,p_209,71.41,TRY,2026-01-20 11:30:40
1370,p_210,76.8,TRY,2026-01-20 11:30:45
1371,p_211,76.95,TRY,2026-01-20 11:30:50
1372,p_212,79.38,TRY,2026-01-20 11:30:55
1373,p_213,81.17,TRY,2026-01-20 11:31:00
1374,p_214,82.58,TRY,2026-01-20 11:31:05
1375,p_215,83.06,TRY,2026-01-20 11:31:10
1376,p_216,83.58,TRY,2026-01-20 11:31:15
1377,p_217,87.66,TRY,2026-01-20 11:31:20
1378,p_218,88.02,TRY,2026-01-20 11:31:25
1379,p_219,89.66,TRY,2026-01-20 11:31:30
1380,p_220,93.49,TRY,2026-01-20 11:31:35
1381,p_221,94.68,TRY,2026-01-20 11:31:40
1382,p_222,94.7,TRY,2026-01-20 11:31:45
1383,p_223,96.44,TRY,2026-01-20 11:31:50
1384,p_224,98.53,TRY,2026-01-20 11:31:55
1385,p_225,100.21,TRY,2026-01-20 11:32:00
1386,p_226,101.48,TRY,2026-01-20 11:32:05
1387,p_227,102.51,TRY,2026-01-20 11:32:10
1388,p_228,105.38,TRY,2026-01-20 11:32:15
1389,p_229,109.16,TRY,2026-01-20 11:32:20
1390,p_230,109.81,TRY,2026-01-20 11:32:25
1391,p_231,112.41,TRY,2026-01-20 11:32:30
1392,p_232,112.96,TRY,2026-01-20 11:32:35
1393,p_233,113.4,TRY,2026-01-20 11:32:40
1394,p_234,116.09,TRY,2026-01-20 11:32:45
1395,p_235,115.6,TRY,2026-01-20 11:32:50
1396,p_236,118.45,TRY,2026-01-20 11:32:55
1397,p_237,120.72,TRY,2026-01-20 11:33:00
1398,p_238,123.02,TRY,2026-01-20 11:33:05
1399,p_239,125.02,TRY,2026-01-20 11:33:10
1400,p_240,125.96,TRY,2026-01-20 11:33:15
1401,p_201,60.47,TRY,2026-01-20 11:33:20
1402,p_202,61.25,TRY,2026-01-20 11:33:25
1403,p_203,63.99,TRY,2026-01-20 11:33:30
1404,p_204,67.4,TRY,2026-01-20 11:33:35
1405,p_205,68.68,TRY,2026-01-20 11:33:40
1406,p_206,67.88,TRY,2026-01-20 11:33:45
1407,p_207,69.24,TRY,2026-01-20 11:33:50
1408,p_208,72.66,TRY,2026-01-20 11:33:55
1409,p_209,74.83,TRY,2026-01-20 11:34:00
1410,p_210,75.34,TRY,2026-01-20 11:34:05
1411,p_211,78.97,TRY,2026-01-20 11:34:10
1412,p_212,80.4,TRY,2026-01-20 11:34:15
1413,p_213,81.79,TRY,2026-01-20 11:34:20
1414,p_214,81.7,TRY,2026-01-20 11:34:25
1415,p_215,83.3,TRY,2026-01-20 11:34:30
1416,p_216,84.3,TRY,2026-01-20 11:34:35
1417,p_217,86.88,TRY,2026-01-20 11:34:40
1418,p_218,89.5,TRY,2026-01-20 11:34:45
1419,p_219,92.7,TRY,2026-01-20 11:34:50
1420,p_220,91.29,TRY,2026-01-20 11:34:55
1421,p_221,94.36,TRY,2026-01-20 11:35:00
1422,p_222,96.92,TRY,2026-01-20 11:35:05
1423,p_223,96.88,TRY,2026-01-20 11:35:10
1424,p_224,100.59,TRY,2026-01-20 11:35:15
1425,p_225,101.48,TRY,2026-01-20 11:35:20
1426,p_226,102.18,TRY,2026-01-20 11:35:25
1427,p_227,105.52,TRY,2026-01-20 11:35:30
1428,p_228,104.62,TRY,2026-01-20 11:35:35
1429,p_229,109.3,TRY,2026-01-20 11:35:40
1430,p_230,111.08,TRY,2026-01-20 11:35:45
1431,p_231,110.13,TRY,2026-01-20 11:35:50
1432,p_232,113.1,TRY,2026-01-20 11:35:55
1433,p_233,113.8,TRY,2026-01-20 11:36:00
1434,p_234,118.63,TRY,2026-01-20 11:36:05
1435,p_235,118.57,TRY,2026-01-20 11:36:10
1436,p_236,118.4,TRY,2026-01-20 11:36:15
1437,p_237,120.9,TRY,2026-01-20 11:36:20
1438,p_238,124.99,TRY,2026-01-20 11:36:25
1439,p_239,125.13,TRY,2026-01-20 11:36:30
1440,p_240,128.21,TRY,2026-01-20 11:36:35
1441,p_201,62.27,TRY,2026-01-20 11:36:40
1442,p_202,65.25,TRY,2026-01-20 11:36:45
1443,p_203,65.38,TRY,2026-01-20 11:36:50
1444,p_204,68.5,TRY,2026-01-20 11:36:55
1445,p_205,69.97,TRY,2026-01-20 11:37:00
1446,p_206,70.55,TRY,2026-01-20 11:37:05
1447,p_207,72.68,TRY,2026-01-20 11:37:10
1448,p_208,73.52,TRY,2026-01-20 11:37:15
1449,p_209,76.52,TRY,2026-01-20 11:37:20
1450,p_210,77.09,TRY,2026-01-20 11:37:25
1451,p_211,80.19,TRY,2026-01-20 11:37:30
1452,p_212,81.27,TRY,2026-01-20 11:37:35
1453,p_213,81.9,TRY,2026-01-20 11:37:40
1454,p_214,82.74,TRY,2026-01-20 11:37:45
1455,p_215,84.39,TRY,2026-01-20 11:37:50
1456,p_216,87.65,TRY,2026-01-20 11:37:55
1457,p_217,89.86,TRY,2026-01-20 11:38:00
1458,p_218,90.59,TRY,2026-01-20 11:38:05
1459,p_219,92.71,TRY,2026-01-20 11:38:10
1460,p_220,93.0,TRY,2026-01-20 11:38:15
1461,p_221,93.91,TRY,2026-01-20 11:38:20
1462,p_222,96.44,TRY,2026-01-20 11:38:25
1463,p_223,98.09,TRY,2026-01-20 11:38:30
1464,p_224,99.98,TRY,2026-01-20 11:38:35
1465,p_225,102.56,TRY,2026-01-20 11:38:40
1466,p_226,102.65,TRY,2026-01-20 11:38:45
1467,p_227,104.73,TRY,2026-01-20 11:38:50
1468,p_228,108.28,TRY,2026-01-20 11:38:55
1469,p_229,110.03,TRY,2026-01-20 11:39:00
1470,p_230,109.16,TRY,2026-01-20 11:39:05
1471,p_231,112.23,TRY,2026-01-20 11:39:10
1472,p_232,114.47,TRY,2026-01-20 11:39:15
1473,p_233,115.66,TRY,2026-01-20 11:39:20
1474,p_234,116.53,TRY,2026-01-20 11:39:25
1475,p_235,119.08,TRY,2026-01-20 11:39:30
1476,p_236,122.72,TRY,2026-01-20 11:39:35
1477,p_237,123.14,TRY,2026-01-20 11:39:40
1478,p_238,125.28,TRY,2026-01-20 11:39:45
1479,p_239,127.63,TRY,2026-01-20 11:39:50
1480,p_240,128.96,TRY,2026-01-20 11:39:55
1481,p_201,62.02,TRY,2026-01-20 11:40:00
1482,p_202,62.22,TRY,2026-01-20 11:40:05
1483,p_203,65.31,TRY,2026-01-20 11:40:10
1484,p_204,68.61,TRY,2026-01-20 11:40:15
1485,p_205,70.71,TRY,2026-01-20 11:40:20
1486,p_206,72.81,TRY,2026-01-20 11:40:25
1487,p_207,72.38,TRY,2026-01-20 11:40:30
1488,p_208,75.39,TRY,2026-01-20 11:40:35
1489,p_209,76.28,TRY,2026-01-20 11:40:40
1490,p_210,78.21,TRY,2026-01-20 11:40:45
1491,p_211,78.38,TRY,2026-01-20 11:40:50
1492,p_212,80.08,TRY,2026-01-20 11:40:55
1493,p_213,82.64,TRY,2026-01-20 11:41:00
1494,p_214,82.72,TRY,2026-01-20 11:41:05
1495,p_215,85.64,TRY,2026-01-20 11:41:10
1496,p_216,88.72,TRY,2026-01-20 11:41:15
1497,p_217,89.32,TRY,2026-01-20 11:41:20
1498,p_218,90.06,TRY,2026-01-20 11:41:25
